location,total_sqft,bath,price,bhk
Nakshtrawadi Sector 11,3337,5,139.23,5
Nakshtrawadi Sector 24,1737,4,74.5,4
Nakshtrawadi Sector 24,2653,2,129.68,5
Nakshtrawadi Sector 24,2398,5,121.83,4
Nakshtrawadi Sector 24,3853,1,161.92,5
Nakshtrawadi Sector 24,641,1,24.99,1
Nakshtrawadi Sector 24,785,3,39.43,2
Nakshtrawadi Sector 24,1042,1,56.88,2
Nakshtrawadi Sector 24,1618,4,80.05,3
Nakshtrawadi Sector 31,847,2,38.17,2
Nakshtrawadi Sector 31,3498,3,132.74,5
Nakshtrawadi Sector 31,4006,2,180.16,5
Nakshtrawadi South 14,2583,3,122.34,5
Nakshtrawadi South 14,865,2,40.21,2
Nakshtrawadi South 14,1457,3,66.08,3
Nakshtrawadi South 14,727,3,34.96,2
Nakshtrawadi South 14,1792,4,79.54,3
Nakshtrawadi South 26,1024,2,52.47,3
Nakshtrawadi South 26,1042,1,62.9,3
Nakshtrawadi South 26,1373,4,71.98,3
Nakshtrawadi South 26,1164,1,65.1,2
Nakshtrawadi South 26,2405,4,134.95,4
Nakshtrawadi South 26,614,1,32.74,1
Nakshtrawadi South 6,592,2,29.44,1
Nakshtrawadi South 6,1716,3,79.2,3
Nakshtrawadi South 6,1224,1,70.08,2
Nakshtrawadi South 6,1064,3,62.34,2
Nakshtrawadi West 46,1293,2,73.11,2
Nakshtrawadi West 46,2712,5,146.22,5
Nakshtrawadi West 46,1054,3,58.96,3
Nakshtrawadi West 46,1042,1,47.37,3
Nakshtrawadi West 46,1055,3,61.5,3
Nakshtrawadi West 46,1772,2,97.02,3
Nakshtrawadi West 46,965,1,50.95,2
Nakshtrawadi West 46,1764,1,92.62,3
Nirala Bazaar Block 8,1344,4,64.06,3
Nirala Bazaar Block 8,2812,2,159.95,4
Nirala Bazaar Block 8,675,2,31.87,1
Nirala Bazaar Block 8,1447,3,83.07,3
Nirala Bazaar Block 8,1347,4,82.43,3
Nirala Bazaar Block 8,1772,4,105.48,3
Nirala Bazaar Block 8,1297,1,69.18,3
Nirala Bazaar Central 22,1664,4,77.34,3
Nirala Bazaar Central 22,1356,2,72.15,3
Nirala Bazaar Central 22,2502,3,139.79,5
Nirala Bazaar Central 22,3719,2,168.05,5
Nirala Bazaar Central 29,1205,2,61.31,3
Nirala Bazaar Central 29,1165,1,55.66,2
Nirala Bazaar Central 29,2881,4,141.79,5
Nirala Bazaar Central 29,2885,2,140.31,5
Nirala Bazaar Central 29,1439,3,64.63,3
Nirala Bazaar Central 29,1976,5,93.19,4
Nirala Bazaar Central 38,4115,1,259.15,5
Nirala Bazaar Central 38,1110,1,61.66,3
Nirala Bazaar Central 38,2494,5,153.27,4
Nirala Bazaar East 28,949,3,55.17,2
Nirala Bazaar East 28,1168,1,70.77,2
Nirala Bazaar East 28,1012,4,46.37,3
Nirala Bazaar East 28,1006,4,52.0,3
Nirala Bazaar East 28,3114,4,142.27,5
Nirala Bazaar East 28,595,2,32.78,1
Nirala Bazaar East 52,756,1,42.64,2
Nirala Bazaar East 52,1519,4,78.99,3
Nirala Bazaar East 52,2180,3,115.95,4
Nirala Bazaar East 52,1356,3,82.75,3
Nirala Bazaar Enclave 35,641,1,28.37,1
Nirala Bazaar Enclave 35,1140,2,61.21,3
Nirala Bazaar Enclave 35,1380,2,83.54,3
Nirala Bazaar Enclave 49,2877,3,178.72,5
Nirala Bazaar Enclave 49,725,1,45.19,1
Nirala Bazaar Enclave 49,4829,2,244.68,5
Nirala Bazaar Enclave 49,1278,3,70.76,2
Nirala Bazaar Enclave 49,1234,4,77.75,3
Nirala Bazaar Extension 27,1694,4,78.04,3
Nirala Bazaar Extension 27,1706,5,83.27,4
Nirala Bazaar Extension 27,437,1,18.24,1
Nirala Bazaar Extension 27,4271,5,214.0,5
Nirala Bazaar Extension 27,4855,5,249.62,5
Nirala Bazaar Extension 27,3461,5,171.32,5
Nirala Bazaar Extension 4,1786,2,99.07,3
Nirala Bazaar Extension 4,1607,4,73.69,3
Nirala Bazaar Extension 4,1020,3,48.61,3
Nirala Bazaar Extension 4,1093,2,52.83,3
Nirala Bazaar Extension 4,1662,2,91.19,3
Nirala Bazaar Extension 4,1360,2,74.51,3
Nirala Bazaar Extension 4,1259,4,72.69,3
Nirala Bazaar North 58,1093,1,52.45,2
Nirala Bazaar North 58,1143,1,58.36,2
Nirala Bazaar North 58,4658,4,263.13,5
Nirala Bazaar Phase 48,676,1,32.58,1
Nirala Bazaar Phase 48,2820,4,120.52,4
Nirala Bazaar Phase 48,771,2,34.68,1
Nirala Bazaar Phase 48,1280,2,66.55,3
Nirala Bazaar Phase 48,2228,1,94.9,4
Nirala Bazaar Phase 48,1509,3,65.76,3
Nirala Bazaar Phase 48,2766,3,126.2,4
Nirala Bazaar Sector 45,1199,2,67.36,3
Nirala Bazaar Sector 45,1169,3,49.98,2
Nirala Bazaar Sector 45,3442,2,185.57,5
Nirala Bazaar Sector 45,2532,5,148.08,5
Nirala Bazaar South 26,3460,3,157.82,5
Nirala Bazaar South 26,1233,2,54.25,2
Nirala Bazaar South 26,1033,1,51.9,3
Nirala Bazaar South 26,1773,2,74.71,3
Nirala Bazaar South 26,2490,3,136.53,4
Nirala Bazaar South 26,1559,3,80.97,3
Nirala Bazaar West 25,586,2,34.53,1
Nirala Bazaar West 25,1035,2,60.19,3
Nirala Bazaar West 25,1316,4,83.24,3
Nirala Bazaar West 25,694,1,43.79,1
Nirala Bazaar West 25,1390,2,89.19,3
Nirala Bazaar West 25,802,1,40.18,2
Nirala Bazaar West 25,1881,4,116.56,4
Padegaon Block 1,1048,1,49.95,3
Padegaon Block 1,1091,2,58.03,2
Padegaon Block 1,1310,1,61.31,3
Padegaon Block 1,1498,4,62.87,3
Padegaon Block 1,807,1,40.56,2
Padegaon Block 12,936,3,44.69,2
Padegaon Block 12,1788,2,77.33,3
Padegaon Block 12,415,1,17.99,1
Padegaon Block 12,2158,3,92.37,4
Padegaon Block 12,1680,2,82.28,3
Padegaon Block 12,2988,5,134.0,4
Padegaon Block 12,3202,5,133.85,5
Padegaon Block 33,1285,2,66.89,2
Padegaon Block 33,1159,4,65.45,3
Padegaon Block 33,4801,1,251.84,5
Padegaon Block 33,1992,1,83.63,4
Padegaon Block 33,715,1,36.82,1
Padegaon Central 31,2097,3,111.4,4
Padegaon Central 31,1656,1,91.87,3
Padegaon Central 31,1030,2,46.26,3
Padegaon Central 31,942,2,45.08,2
Padegaon East 45,1600,2,91.01,3
Padegaon East 45,1910,5,109.93,4
Padegaon East 45,1445,4,82.96,3
Padegaon East 45,2549,3,106.22,4
Padegaon Extension 22,1202,3,66.79,3
Padegaon Extension 22,1015,2,52.93,3
Padegaon Extension 22,1371,4,70.01,3
Padegaon Extension 35,1640,3,84.7,4
Padegaon Extension 35,3787,3,217.25,5
Padegaon Extension 35,581,2,27.76,1
Padegaon Extension 35,1245,3,57.59,3
Padegaon Extension 35,2054,3,124.21,4
Padegaon Extension 4,2507,2,100.54,4
Padegaon Extension 4,952,1,35.81,2
Padegaon Extension 4,4166,4,188.54,5
Padegaon Extension 4,1252,2,49.17,2
Padegaon Extension 4,939,3,49.88,2
Padegaon Extension 4,1163,1,59.8,2
Padegaon Extension 4,2923,4,118.61,5
Padegaon Extension 50,1019,4,45.54,3
Padegaon Extension 50,878,3,47.34,2
Padegaon Extension 50,435,2,19.33,1
Padegaon Extension 50,2103,4,99.36,4
Padegaon Extension 50,568,1,23.4,1
Padegaon Extension 50,1003,2,47.15,2
Padegaon Extension 53,4000,5,205.18,5
Padegaon Extension 53,1425,1,69.51,3
Padegaon Extension 53,617,1,27.63,1
Padegaon Extension 53,2798,1,143.5,5
Padegaon Extension 53,2935,3,168.14,5
Padegaon Extension 8,4301,2,198.72,5
Padegaon Extension 8,1031,3,57.63,3
Padegaon Extension 8,880,3,50.21,2
Padegaon Extension 8,2761,5,142.17,4
Padegaon Extension 8,4076,4,216.61,5
Padegaon Extension 8,1447,3,73.06,3
Padegaon North 3,2705,4,129.36,4
Padegaon North 3,834,1,37.02,2
Padegaon North 3,1123,3,52.43,2
Padegaon North 3,1408,1,63.34,3
Padegaon North 3,658,2,25.41,1
Padegaon North 3,4987,3,192.14,5
Padegaon North 3,3118,1,124.14,5
Padegaon North 9,1716,3,82.0,3
Padegaon North 9,776,3,34.37,2
Padegaon North 9,1529,2,64.4,3
Padegaon North 9,1376,4,65.93,3
Padegaon North 9,1614,3,95.55,3
Padegaon Phase 13,1042,2,43.79,2
Padegaon Phase 13,3687,1,170.86,5
Padegaon Phase 13,1293,3,63.95,2
Padegaon Phase 54,2205,3,121.8,4
Padegaon Phase 54,2585,5,115.79,4
Padegaon Phase 54,1683,3,86.67,4
Padegaon Phase 54,3452,2,174.63,5
Padegaon Phase 54,876,3,48.07,2
Padegaon Phase 54,1005,2,46.33,3
Padegaon Phase 54,1101,3,62.6,2
Padegaon South 30,1388,2,72.86,3
Padegaon South 30,1719,4,97.57,4
Padegaon South 30,4023,1,170.24,5
Padegaon South 30,1329,1,68.22,3
Padegaon South 30,759,3,33.27,2
Padegaon South 30,2947,5,134.13,4
Padegaon South 30,4965,4,235.95,5
Padegaon West 10,1220,1,52.43,3
Padegaon West 10,1237,1,69.54,2
Padegaon West 10,3904,1,186.05,5
Padegaon West 10,1368,2,61.0,3
Padegaon West 10,2710,5,136.91,4
Padegaon West 10,2481,2,136.32,4
Paithan Road Block 33,987,3,45.83,2
Paithan Road Block 33,2600,5,107.93,4
Paithan Road Block 33,598,1,23.86,1
Paithan Road Block 33,1304,4,64.14,3
Paithan Road Block 33,1540,2,60.14,3
Paithan Road Block 33,1134,4,59.24,3
Paithan Road Block 33,1936,1,80.05,4
Paithan Road Block 5,1384,2,77.48,3
Paithan Road Block 5,4780,2,236.75,5
Paithan Road Block 5,1799,4,95.87,4
Paithan Road Block 5,1177,1,55.68,2
Paithan Road Block 5,1510,3,73.0,3
Paithan Road Block 5,986,3,59.02,2
Paithan Road Block 6,1034,1,53.83,2
Paithan Road Block 6,1079,3,64.48,3
Paithan Road Block 6,1139,2,66.45,2
Paithan Road Block 6,2142,2,115.17,4
Paithan Road Block 6,3377,3,194.32,5
Paithan Road Block 6,1095,2,63.98,2
Paithan Road Central 15,3222,3,152.59,5
Paithan Road Central 15,1701,1,73.79,3
Paithan Road Central 15,1614,3,71.05,3
Paithan Road Central 15,1753,3,86.12,3
Paithan Road Central 15,1423,4,71.01,3
Paithan Road Central 15,1033,1,56.16,3
Paithan Road Central 15,2612,4,133.45,5
Paithan Road Central 15,1034,3,50.85,2
Paithan Road Central 15,2679,1,141.98,5
Paithan Road East 30,2804,2,138.54,5
Paithan Road East 30,4923,4,249.83,5
Paithan Road East 30,1005,1,42.15,2
Paithan Road East 30,2050,5,94.09,4
Paithan Road East 30,1907,5,98.35,4
Paithan Road East 30,2288,1,103.88,4
Paithan Road East 30,1177,1,54.0,2
Paithan Road East 59,1412,1,62.16,3
Paithan Road East 59,1738,1,81.63,4
Paithan Road East 59,1654,1,94.84,4
Paithan Road East 59,2472,1,114.99,4
Paithan Road East 59,779,1,40.88,1
Paithan Road East 59,1104,3,53.48,3
Paithan Road East 59,1337,1,75.13,3
Paithan Road Enclave 22,1604,3,76.15,4
Paithan Road Enclave 22,2595,2,150.59,4
Paithan Road Enclave 22,2984,3,167.84,4
Paithan Road Enclave 22,1730,3,75.99,3
Paithan Road Enclave 22,1655,2,92.23,3
Paithan Road Enclave 22,1323,1,56.52,3
Paithan Road Enclave 22,1109,1,56.62,2
Paithan Road Enclave 22,1283,2,59.98,3
Paithan Road Enclave 27,1286,3,66.21,3
Paithan Road Enclave 27,1281,1,59.48,3
Paithan Road Enclave 27,1021,1,54.5,2
Paithan Road Enclave 27,3268,5,148.52,5
Paithan Road Enclave 27,1301,3,62.73,3
Paithan Road Enclave 32,568,1,21.87,1
Paithan Road Enclave 32,3346,5,137.46,5
Paithan Road Enclave 32,4801,4,196.01,5
Paithan Road Enclave 32,949,3,39.51,2
Paithan Road Enclave 8,1226,2,57.51,2
Paithan Road Enclave 8,2848,4,146.68,5
Paithan Road Enclave 8,1075,2,44.35,2
Paithan Road Enclave 8,4400,3,195.09,5
Paithan Road Enclave 8,1069,1,54.07,3
Paithan Road Enclave 8,3721,3,158.78,5
Paithan Road Enclave 8,2355,2,114.31,4
Paithan Road Extension 16,1663,3,90.72,4
Paithan Road Extension 16,1538,1,73.53,3
Paithan Road Extension 16,2786,1,134.68,4
Paithan Road Extension 16,4817,5,248.92,5
Paithan Road Extension 16,1018,1,56.63,3
Paithan Road Extension 16,1129,3,56.52,2
Paithan Road Extension 19,2411,2,134.43,4
Paithan Road Extension 19,1168,2,63.94,3
Paithan Road Extension 19,1756,5,96.39,4
Paithan Road Extension 46,4657,4,216.07,5
Paithan Road Extension 46,1295,3,57.27,3
Paithan Road Extension 46,1713,2,82.78,3
Paithan Road Extension 46,3936,4,185.04,5
Paithan Road Phase 29,2672,2,125.45,5
Paithan Road Phase 29,2581,2,145.37,5
Paithan Road Phase 29,870,1,47.91,2
Paithan Road Phase 29,2139,2,122.66,4
Paithan Road Phase 29,837,2,45.39,2
Paithan Road Phase 29,991,1,48.61,2
Paithan Road Sector 11,2720,2,120.86,5
Paithan Road Sector 11,1549,4,73.91,3
Paithan Road Sector 11,1237,1,61.02,3
Paithan Road Sector 11,1590,4,73.69,3
Paithan Road Sector 11,4733,1,263.11,5
Paithan Road Sector 11,1611,3,89.53,3
Paithan Road Sector 11,1775,5,89.33,4
Paithan Road Sector 11,4699,1,210.19,5
Paithan Road South 3,1248,1,61.74,3
Paithan Road South 3,2960,5,130.29,4
Paithan Road South 7,2271,1,108.84,4
Paithan Road South 7,1996,3,103.07,4
Paithan Road South 7,2521,1,126.78,4
Paithan Road South 7,1688,5,93.96,4
Paithan Road South 7,800,3,43.62,2
Paithan Road South 7,1240,3,61.72,2
Paithan Road South 7,1462,3,61.82,3
Paithan Road West 42,2274,5,125.69,4
Paithan Road West 42,1491,1,93.43,3
Paithan Road West 42,3861,5,219.3,5
Paithan Road West 42,779,2,49.01,2
Paithan Road West 42,1848,3,98.4,4
Paithan Road West 47,1108,3,53.31,3
Paithan Road West 47,1552,3,67.65,3
Paithan Road West 47,4636,5,228.55,5
Paithan Road West 47,2988,3,150.06,4
Pundlik Nagar Block 12,1350,2,77.3,3
Pundlik Nagar Block 12,4221,1,183.73,5
Pundlik Nagar Block 12,2402,2,145.58,4
Pundlik Nagar Block 12,527,1,29.21,1
Pundlik Nagar Block 12,1524,1,70.77,3
Pundlik Nagar Block 14,885,1,51.32,2
Pundlik Nagar Block 14,2525,4,147.58,4
Pundlik Nagar Block 14,4033,4,211.03,5
Pundlik Nagar Block 14,1202,3,59.64,3
Pundlik Nagar Block 37,2625,3,113.03,5
Pundlik Nagar Block 37,863,1,43.64,2
Pundlik Nagar Block 5,606,1,33.76,1
Pundlik Nagar Block 5,3688,1,190.81,5
Pundlik Nagar Block 5,1425,2,59.72,3
Pundlik Nagar Block 5,1732,1,74.58,3
Pundlik Nagar Block 5,854,2,43.95,2
Pundlik Nagar Block 5,2980,5,155.89,4
Pundlik Nagar Central 21,3339,1,170.18,5
Pundlik Nagar Central 21,1369,2,70.9,3
Pundlik Nagar Central 21,901,1,50.37,2
Pundlik Nagar Central 21,741,2,36.04,2
Pundlik Nagar Central 21,2621,5,123.6,5
Pundlik Nagar Central 21,1590,3,86.87,3
Pundlik Nagar Central 43,889,3,48.97,2
Pundlik Nagar Central 43,1396,1,86.0,3
Pundlik Nagar Central 43,2349,3,140.81,4
Pundlik Nagar Central 43,1711,1,97.78,3
Pundlik Nagar Central 43,2833,4,127.39,4
Pundlik Nagar Central 43,3006,2,170.03,5
Pundlik Nagar East 32,3827,1,174.0,5
Pundlik Nagar East 32,2710,1,136.45,4
Pundlik Nagar East 32,1043,4,57.21,3
Pundlik Nagar East 32,1749,2,75.55,3
Pundlik Nagar East 32,1066,2,50.9,2
Pundlik Nagar East 32,1225,2,56.15,3
Pundlik Nagar Enclave 4,420,1,23.28,1
Pundlik Nagar Enclave 4,1038,4,49.63,3
Pundlik Nagar Enclave 4,1761,3,77.27,3
Pundlik Nagar Enclave 4,1304,1,75.22,3
Pundlik Nagar Enclave 4,682,2,34.73,1
Pundlik Nagar Enclave 59,767,1,35.19,1
Pundlik Nagar Enclave 59,854,3,45.48,2
Pundlik Nagar Enclave 59,752,3,34.11,2
Pundlik Nagar Enclave 59,568,2,26.97,1
Pundlik Nagar Enclave 59,1983,1,83.11,4
Pundlik Nagar Enclave 59,822,2,39.06,2
Pundlik Nagar Enclave 59,750,1,32.82,2
Pundlik Nagar Extension 16,1716,3,103.37,3
Pundlik Nagar Extension 16,4655,2,264.64,5
Pundlik Nagar Extension 16,4680,4,282.5,5
Pundlik Nagar Extension 16,1201,1,53.1,3
Pundlik Nagar Phase 10,1234,2,62.98,2
Pundlik Nagar Phase 10,3445,2,173.15,5
Pundlik Nagar Phase 10,2787,5,112.7,4
Pundlik Nagar Phase 10,1239,2,55.42,2
Pundlik Nagar Phase 7,1270,1,66.59,3
Pundlik Nagar Phase 7,1266,3,51.34,3
Pundlik Nagar Phase 7,1123,2,48.0,3
Pundlik Nagar Phase 7,1808,2,85.65,4
Pundlik Nagar Phase 7,1026,3,44.72,3
Pundlik Nagar Phase 7,2091,1,83.92,4
Pundlik Nagar Phase 7,4996,2,264.71,5
Pundlik Nagar Sector 24,1573,1,77.13,3
Pundlik Nagar Sector 24,4953,5,229.94,5
Pundlik Nagar Sector 24,1886,4,96.2,4
Pundlik Nagar Sector 24,1567,3,69.94,3
Pundlik Nagar Sector 24,1232,1,62.72,2
Pundlik Nagar Sector 31,2532,1,120.92,4
Pundlik Nagar Sector 31,2683,2,131.68,4
Pundlik Nagar Sector 31,1061,1,42.52,2
Pundlik Nagar Sector 31,1277,1,63.29,3
Pundlik Nagar Sector 46,4604,4,211.03,5
Pundlik Nagar Sector 46,2507,5,119.51,4
Pundlik Nagar Sector 46,2961,1,142.07,5
Pundlik Nagar Sector 54,2701,2,142.64,4
Pundlik Nagar Sector 54,1687,2,88.29,3
Pundlik Nagar Sector 54,811,1,40.51,2
Pundlik Nagar Sector 54,1710,4,90.5,3
Pundlik Nagar Sector 54,1068,2,55.85,2
Pundlik Nagar Sector 54,2203,1,114.44,4
Pundlik Nagar Sector 54,4429,3,236.64,5
Pundlik Nagar Sector 54,1673,4,77.19,3
Pundlik Nagar Sector 8,3799,1,183.62,5
Pundlik Nagar Sector 8,1262,4,63.3,3
Pundlik Nagar Sector 8,1319,1,67.46,3
Pundlik Nagar Sector 8,4043,2,159.17,5
Pundlik Nagar Sector 8,1213,4,47.09,3
Pundlik Nagar Sector 8,1618,2,73.7,4
Pundlik Nagar South 34,1615,3,73.38,3
Pundlik Nagar South 34,1152,1,56.32,3
Pundlik Nagar South 34,2911,4,144.31,4
Pundlik Nagar South 34,2402,1,129.21,4
Pundlik Nagar South 34,764,1,38.05,1
Pundlik Nagar South 34,2377,2,124.33,4
Pundlik Nagar West 1,1658,1,81.18,4
Pundlik Nagar West 1,1614,1,84.53,3
Pundlik Nagar West 1,1032,2,58.24,3
Pundlik Nagar West 1,2600,5,133.91,5
Pundlik Nagar West 1,555,2,23.35,1
Pundlik Nagar West 1,1578,3,83.28,3
Pundlik Nagar West 53,3148,3,151.53,5
Pundlik Nagar West 53,3021,1,161.58,5
Pundlik Nagar West 53,766,1,38.41,2
Pundlik Nagar West 53,3680,4,150.67,5
Pundlik Nagar West 53,1621,4,76.92,3
Satara Area Block 36,1612,4,77.9,3
Satara Area Block 36,1225,2,62.64,3
Satara Area Block 36,860,1,43.32,2
Satara Area Block 36,2710,2,125.27,5
Satara Area Block 36,4004,3,225.03,5
Satara Area Block 36,1793,1,92.63,4
Satara Area Block 36,2969,2,143.72,4
Satara Area Block 39,1466,3,67.92,3
Satara Area Block 39,693,2,32.89,1
Satara Area Block 39,3039,5,117.12,5
Satara Area Central 20,772,2,40.25,2
Satara Area Central 20,1141,1,61.5,3
Satara Area Central 20,1556,3,65.67,3
Satara Area Central 20,2651,1,156.89,4
Satara Area Central 20,1331,2,55.48,3
Satara Area Central 20,771,2,36.13,2
Satara Area Central 26,1537,3,78.09,3
Satara Area Central 26,1103,4,61.56,3
Satara Area Central 26,1228,1,48.02,2
Satara Area Central 26,2080,2,81.79,4
Satara Area Central 26,1631,2,84.69,3
Satara Area Central 26,2701,2,133.95,5
Satara Area Central 31,2636,1,138.34,4
Satara Area Central 31,652,2,27.83,1
Satara Area Central 31,3036,5,134.64,5
Satara Area Central 31,870,1,34.87,2
Satara Area Central 31,1071,3,45.08,2
Satara Area Central 31,1614,1,67.41,3
Satara Area Central 31,2968,4,126.74,4
Satara Area Enclave 15,1243,3,62.67,2
Satara Area Enclave 15,755,1,42.21,2
Satara Area Enclave 15,2805,5,160.34,5
Satara Area Enclave 15,4928,3,264.86,5
Satara Area Enclave 28,2307,3,91.57,4
Satara Area Enclave 28,1177,2,51.71,2
Satara Area Enclave 28,1499,4,63.22,3
Satara Area Enclave 28,1840,2,71.7,4
Satara Area Extension 47,3125,3,142.72,5
Satara Area Extension 47,2982,1,150.07,4
Satara Area Extension 47,563,2,26.15,1
Satara Area Extension 47,1703,4,75.12,4
Satara Area Extension 48,1669,4,83.68,3
Satara Area Extension 48,3748,2,189.47,5
Satara Area Extension 48,1069,2,48.83,2
Satara Area Extension 48,1041,3,54.37,3
Satara Area Extension 48,465,2,23.91,1
Satara Area North 54,745,1,39.37,1
Satara Area North 54,1145,2,49.56,2
Satara Area North 54,4937,1,261.63,5
Satara Area North 54,858,3,42.25,2
Satara Area North 6,1223,2,60.56,2
Satara Area North 6,1658,3,91.79,4
Satara Area North 6,737,1,41.15,2
Satara Area North 6,1763,4,98.2,3
Satara Area Phase 3,1792,1,94.55,4
Satara Area Phase 3,1092,2,55.28,2
Satara Area Phase 3,845,3,44.23,2
Satara Area Phase 3,701,3,41.07,2
Satara Area South 7,2628,4,142.2,4
Satara Area South 7,797,2,37.12,1
Satara Area South 7,898,1,41.5,2
Satara Area South 7,1048,3,62.53,2
Satara Area South 7,1512,1,80.87,3
Satara Area West 12,1001,2,41.13,2
Satara Area West 12,2605,4,116.45,4
Satara Area West 12,1485,4,64.72,3
Satara Area West 12,1592,2,58.71,3
Satara Area West 12,555,1,21.43,1
Satara Area West 12,1439,2,53.89,3
Seven Hills Block 18,1189,3,77.16,2
Seven Hills Block 18,1075,2,58.8,2
Seven Hills Block 18,1668,4,107.25,3
Seven Hills Block 18,2602,5,152.33,5
Seven Hills Block 18,2979,3,144.27,4
Seven Hills Block 18,767,1,44.98,2
Seven Hills Block 18,4490,2,287.07,5
Seven Hills Block 27,657,1,35.89,1
Seven Hills Block 27,1191,3,55.53,2
Seven Hills Block 27,1438,3,79.04,3
Seven Hills Block 27,3562,4,200.4,5
Seven Hills Block 27,1010,4,54.02,3
Seven Hills Block 27,1209,2,58.63,3
Seven Hills Block 51,461,1,24.99,1
Seven Hills Block 51,1142,1,65.11,2
Seven Hills Block 51,883,1,53.71,2
Seven Hills Block 51,1234,2,75.7,2
Seven Hills Block 51,1056,1,63.3,3
Seven Hills Block 51,1620,3,72.54,3
Seven Hills Central 7,1637,3,77.22,3
Seven Hills Central 7,765,3,43.09,2
Seven Hills Central 7,780,2,40.99,1
Seven Hills Central 7,3720,5,206.29,5
Seven Hills Central 7,1701,4,77.32,3
Seven Hills East 17,507,1,27.18,1
Seven Hills East 17,999,1,55.28,2
Seven Hills East 17,797,2,44.13,1
Seven Hills East 28,1250,2,67.39,2
Seven Hills East 28,1016,1,51.87,3
Seven Hills East 28,1832,2,85.05,4
Seven Hills East 28,1741,1,85.81,3
Seven Hills East 28,1220,3,51.89,3
Seven Hills East 28,1417,4,59.01,3
Seven Hills East 28,714,2,30.44,2
Seven Hills East 28,1713,3,70.85,3
Seven Hills East 54,3038,2,150.82,5
Seven Hills East 54,2478,1,131.67,4
Seven Hills East 54,726,2,35.65,2
Seven Hills East 54,1020,3,44.2,3
Seven Hills Enclave 14,1622,2,70.49,3
Seven Hills Enclave 14,1411,3,75.87,3
Seven Hills Enclave 14,1440,4,59.91,3
Seven Hills Enclave 14,783,2,37.11,1
Seven Hills Enclave 14,2312,2,112.78,4
Seven Hills Enclave 14,1418,1,59.5,3
Seven Hills Enclave 14,2936,5,148.25,4
Seven Hills Enclave 41,2097,4,114.56,4
Seven Hills Enclave 41,1597,3,79.45,3
Seven Hills Enclave 41,1392,3,76.52,3
Seven Hills Enclave 41,1567,3,85.5,3
Seven Hills Enclave 41,1529,1,78.08,3
Seven Hills Enclave 57,1525,3,88.39,3
Seven Hills Enclave 57,1640,4,86.8,4
Seven Hills Enclave 57,1157,2,65.28,2
Seven Hills Enclave 57,2025,3,96.78,4
Seven Hills Enclave 57,1990,2,104.56,4
Seven Hills Enclave 57,833,3,40.57,2
Seven Hills Extension 8,1679,4,73.15,4
Seven Hills Extension 8,1238,2,67.43,2
Seven Hills Extension 8,1054,2,40.5,2
Seven Hills Extension 8,3589,4,135.48,5
Seven Hills North 39,2988,5,148.39,5
Seven Hills North 39,710,3,35.53,2
Seven Hills North 39,4042,5,180.81,5
Seven Hills North 39,2197,3,95.83,4
Seven Hills North 39,1400,3,58.5,3
Seven Hills Phase 40,4804,2,209.0,5
Seven Hills Phase 40,774,2,39.8,1
Seven Hills Phase 40,1509,4,82.78,3
Seven Hills Phase 40,2356,3,122.97,4
Seven Hills Phase 40,4085,1,222.49,5
Seven Hills Phase 40,1308,3,62.76,3
Seven Hills Sector 53,1200,4,61.12,3
Seven Hills Sector 53,1112,2,64.66,2
Seven Hills Sector 53,1293,4,58.38,3
Seven Hills Sector 56,1610,1,83.67,3
Seven Hills Sector 56,1716,2,89.49,3
Seven Hills Sector 56,784,1,40.91,2
Seven Hills Sector 56,2906,1,163.93,4
Seven Hills Sector 56,2914,4,154.61,5
Seven Hills Sector 56,1767,4,94.2,4
Seven Hills Sector 56,1897,4,96.77,4
Seven Hills South 10,1915,1,110.97,4
Seven Hills South 10,1038,4,46.48,3
Seven Hills South 10,2522,5,125.26,4
Seven Hills South 10,758,2,41.1,2
Seven Hills South 10,1151,2,50.38,2
Seven Hills South 10,1421,3,56.06,3
Seven Hills South 24,1001,1,51.86,2
Seven Hills South 24,4316,3,225.68,5
Seven Hills South 24,2749,2,115.51,4
Seven Hills South 24,4181,1,195.82,5
Seven Hills South 24,2395,3,125.04,4
Seven Hills South 24,2419,1,124.83,4
Seven Hills South 30,1545,1,80.19,3
Seven Hills South 30,1265,3,69.69,3
Seven Hills South 30,4942,2,244.01,5
Seven Hills South 30,3277,3,191.97,5
Seven Hills South 30,1915,1,90.98,4
Seven Hills South 30,4545,3,240.02,5
Seven Hills South 30,1666,4,82.73,3
Seven Hills South 30,1125,3,56.95,2
Seven Hills South 34,1724,2,72.78,3
Seven Hills South 34,1277,1,69.03,2
Seven Hills South 34,1176,2,47.75,2
Seven Hills South 34,1534,1,63.54,3
Seven Hills South 34,1151,2,65.47,2
Seven Hills South 34,2629,5,111.22,5
Seven Hills South 34,1219,2,53.18,2
Seven Hills South 34,1616,1,86.66,3
Seven Hills West 3,1206,1,54.24,2
Seven Hills West 3,3063,4,164.73,5
Seven Hills West 3,1109,3,42.42,2
Seven Hills West 3,2173,3,92.47,4
Seven Hills West 3,3456,4,146.03,5
Seven Hills West 3,754,3,29.59,2
Seven Hills West 3,2871,1,103.44,4
Seven Hills West 38,1339,1,63.25,3
Seven Hills West 38,4485,4,227.38,5
Seven Hills West 38,1467,2,64.79,3
Seven Hills West 38,1080,1,51.84,3
Seven Hills West 38,1776,4,76.65,4
Shahgunj Block 5,1581,2,79.7,3
